Match,Time,Result,Player,Team,Opponent,X ball,Y ball,X player,Y player,Game State,Crossed?,Not from Cross,Indirectly from Cross,Directly from Cross
Match 20,32:51,Off Target,Richard Gadze,Delhi Dynamos FC,Atlético de Kolkata,4.15,37.2,27.59,31.08,0,Not from Cross,1,0,0
Match 20,35:5,On Target,Florent Malouda,Delhi Dynamos FC,Atlético de Kolkata,4.15,34.51,14.9,37.94,0,Not from Cross,1,0,0
Match 20,35:10,On Target,Richard Gadze,Delhi Dynamos FC,Atlético de Kolkata,4.15,30.35,13.43,25.7,0,Not from Cross,1,0,0
Match 20,35:15,On Target,Marcos Tébar,Delhi Dynamos FC,Atlético de Kolkata,5.86,30.35,9.28,28.64,0,Not from Cross,1,0,0
Match 20,35:16,On Target,Rupert Nongrum,Delhi Dynamos FC,Atlético de Kolkata,7.81,32.06,10.99,30.35,0,Not from Cross,1,0,0
Match 20,39:49,Off Target,Juan Belencoso,Atlético de Kolkata,Delhi Dynamos FC,5.62,43.08,13.67,36.47,0,Not from Cross,1,0,0
Match 20,42:29,Off Target,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,5.37,31.08,27.59,35.73,0,Not from Cross,1,0,0
Match 20,45:24,Off Target,Milan Singh,Delhi Dynamos FC,Atlético de Kolkata,1.47,26.92,24.66,34.51,0,Not from Cross,1,0,0
Match 20,46:40,On Target,Richard Gadze,Delhi Dynamos FC,Atlético de Kolkata,9.03,37.94,23.69,37.69,0,Not from Cross,1,0,0
Match 20,47:47,Off Target,Sameehg Doutie,Atlético de Kolkata,Delhi Dynamos FC,-0.24,35.49,15.63,19.34,0,Not from Cross,1,0,0
Match 20,48:56,Off Target,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,1.47,36.47,7.81,30.59,0,Not from Cross,1,0,0
Match 20,61:53,Off Target,Lalrindika Ralte,Atlético de Kolkata,Delhi Dynamos FC,2.44,27.9,11.48,26.43,0,Not from Cross,1,0,0
Match 20,63:56,On Target,José Arroyo,Atlético de Kolkata,Delhi Dynamos FC,4.15,31.08,11.72,33.04,0,Directly from Cross,0,0,1
Match 20,65:32,Off Target,Rubén Rocha,Delhi Dynamos FC,Atlético de Kolkata,5.62,42.1,17.34,43.81,0,Not from Cross,1,0,0
Match 20,68:44,On Target,José Arroyo,Atlético de Kolkata,Delhi Dynamos FC,4.15,32.31,11.48,32.31,0,Not from Cross,1,0,0
Match 20,75:50,Off Target,Marcelo Pereira,Delhi Dynamos FC,Atlético de Kolkata,4.15,42.34,16.36,36.71,0,Not from Cross,1,0,0
Match 20,78:21,On Target,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,1.22,35.0,11.72,32.06,0,Not from Cross,1,0,0
Match 20,84:3,Off Target,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,0.24,27.41,27.1,25.94,1,Not from Cross,1,0,0
Match 20,91:0,On Target,Rubén Rocha,Delhi Dynamos FC,Atlético de Kolkata,6.1,38.67,12.94,37.2,-1,Not from Cross,1,0,0
Match 21,2:44,On Target,Hans Mulder,Chennaiyin FC,FC Pune City,5.86,31.82,17.34,37.94,0,Not from Cross,1,0,0
Match 21,4:49,Off Target,Jeje Lalpekhlua,Chennaiyin FC,FC Pune City,2.2,40.38,29.55,20.07,0,Not from Cross,1,0,0
Match 21,28:28,On Target,Jeje Lalpekhlua,Chennaiyin FC,FC Pune City,2.93,30.35,27.59,31.08,0,Not from Cross,1,0,0
Match 21,28:28,Goal,Jeje Lalpekhlua,Chennaiyin FC,FC Pune City,2.93,30.35,27.59,31.08,1,Not from Cross,1,0,0
Match 21,31:1,Off Target,Jesus Tato,FC Pune City,Chennaiyin FC,4.88,41.61,12.45,33.29,-1,Not from Cross,1,0,0
Match 21,40:34,Off Target,Jonatan Lucca,FC Pune City,Chennaiyin FC,3.17,35.98,27.1,43.57,-1,Not from Cross,1,0,0
Match 21,42:21,Off Target,Mohamed Sissoko,FC Pune City,Chennaiyin FC,13.19,67.55,17.34,32.06,-1,Not from Cross,1,0,0
Match 21,48:57,On Target,MacPherlin Omagbemi,Chennaiyin FC,FC Pune City,8.06,36.96,16.12,29.13,1,Not from Cross,1,0,0
Match 21,49:10,On Target,Hans Mulder,Chennaiyin FC,FC Pune City,6.35,37.94,13.43,42.34,1,Not from Cross,1,0,0
Match 21,49:32,Off Target,Jayesh Rane,Chennaiyin FC,FC Pune City,5.37,43.08,27.84,53.6,1,Not from Cross,1,0,0
Match 21,51:43,Off Target,Jonatan Lucca,FC Pune City,Chennaiyin FC,1.95,26.19,19.78,37.94,-1,Not from Cross,1,0,0
Match 21,53:24,Off Target,Mohamed Sissoko,FC Pune City,Chennaiyin FC,2.93,26.43,24.17,35.49,-1,Not from Cross,1,0,0
Match 21,56:10,Off Target,Jonatan Lucca,FC Pune City,Chennaiyin FC,0.98,37.94,25.4,39.9,-1,Not from Cross,1,0,0
Match 21,59:17,Off Target,Dramane Traore,FC Pune City,Chennaiyin FC,0.0,32.31,25.4,40.63,-1,Not from Cross,1,0,0
Match 21,63:7,Off Target,Dramane Traore,FC Pune City,Chennaiyin FC,0.73,26.43,19.53,25.21,-1,Not from Cross,1,0,0
Match 21,79:24,Off Target,MacPherlin Omagbemi,Chennaiyin FC,FC Pune City,5.37,43.08,22.47,35.73,1,Not from Cross,1,0,0
Match 21,82:55,On Target,Anibal Rodriguez,FC Pune City,Chennaiyin FC,2.2,36.47,27.59,42.1,-1,Not from Cross,1,0,0
Match 21,83:1,Goal,Anibal Rodriguez,FC Pune City,Chennaiyin FC,2.2,36.47,27.59,42.1,0,Not from Cross,1,0,0
Match 21,89:16,On Target,Anibal Rodriguez,FC Pune City,Chennaiyin FC,3.42,32.55,25.4,47.73,0,Not from Cross,1,0,0
Match 21,91:0,On Target,Davide Succi,Chennaiyin FC,FC Pune City,7.57,38.67,16.12,34.27,0,Directly from Cross,0,0,1
Match 22,1:59,Off Target,Mohammed Rafique,Kerala Blasters FC,FC Goa,0.49,39.65,31.01,32.8,0,Not from Cross,1,0,0
Match 22,10:13,On Target,Kervens Belfort,Kerala Blasters FC,FC Goa,3.42,34.76,26.86,39.16,0,Not from Cross,1,0,0
Match 22,15:13,Off Target,Mohammed Rafi,Kerala Blasters FC,FC Goa,0.98,39.65,12.7,23.25,0,Not from Cross,1,0,0
Match 22,19:21,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,0.73,36.71,8.06,35.73,0,Not from Cross,1,0,0
Match 22,21:17,Off Target,Mohammed Rafique,Kerala Blasters FC,FC Goa,1.47,38.92,23.93,25.7,0,Indirectly from Cross,0,1,0
Match 22,24:26,On Target,Julio Cesar,FC Goa,Kerala Blasters FC,4.64,35.24,9.77,32.8,0,Not from Cross,1,0,0
Match 22,24:26,Goal,Julio Cesar,FC Goa,Kerala Blasters FC,4.64,35.24,9.77,32.8,1,Not from Cross,1,0,0
Match 22,32:55,Off Target,Mohammed Rafi,Kerala Blasters FC,FC Goa,1.47,26.68,11.23,32.55,-1,Directly from Cross,0,0,1
Match 22,35:59,On Target,Sandesh Jhingan,Kerala Blasters FC,FC Goa,1.71,35.73,7.08,29.37,-1,Directly from Cross,0,0,1
Match 22,43:48,On Target,Joffre Gonzalez,FC Goa,Kerala Blasters FC,4.4,37.94,18.56,43.81,1,Not from Cross,1,0,0
Match 22,46:25,On Target,Mohammed Rafi,Kerala Blasters FC,FC Goa,4.4,40.14,10.26,36.71,-1,Indirectly from Cross,0,1,0
Match 22,46:25,Goal,Mohammed Rafi,Kerala Blasters FC,FC Goa,4.4,40.14,10.26,36.71,0,Indirectly from Cross,0,1,0
Match 22,47:42,Off Target,R'harlyson Felisbino,FC Goa,Kerala Blasters FC,1.47,36.22,28.08,42.83,0,Not from Cross,1,0,0
Match 22,51:8,Off Target,Keenan Almeida,FC Goa,Kerala Blasters FC,1.47,27.41,13.92,27.9,0,Not from Cross,1,0,0
Match 22,54:6,Off Target,Julio Cesar,FC Goa,Kerala Blasters FC,0.49,27.41,26.86,25.94,0,Indirectly from Cross,0,1,0
Match 22,58:59,On Target,Josu Currais,Kerala Blasters FC,FC Goa,5.62,37.45,44.93,57.52,0,Not from Cross,1,0,0
Match 22,61:30,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,2.93,37.94,28.81,55.56,0,Not from Cross,1,0,0
Match 22,63:54,On Target,Julio Cesar,FC Goa,Kerala Blasters FC,1.95,29.62,32.23,15.91,0,Not from Cross,1,0,0
Match 22,74:40,On Target,Josu Currais,Kerala Blasters FC,FC Goa,4.88,38.18,32.23,54.83,0,Not from Cross,1,0,0
Match 22,75:22,Off Target,Michael Chopra,Kerala Blasters FC,FC Goa,3.91,45.03,25.88,23.5,0,Not from Cross,1,0,0
Match 22,80:21,On Target,Michael Chopra,Kerala Blasters FC,FC Goa,4.4,36.96,16.36,35.0,0,Not from Cross,1,0,0
Match 22,84:37,On Target,Kervens Belfort,Kerala Blasters FC,FC Goa,4.88,39.9,25.15,51.64,0,Not from Cross,1,0,0
Match 22,84:37,Goal,Kervens Belfort,Kerala Blasters FC,FC Goa,4.88,39.65,28.33,55.31,1,Not from Cross,1,0,0
Match 22,95:0,On Target,Rafael Dumas,FC Goa,Kerala Blasters FC,1.95,35.73,12.21,28.15,-1,Not from Cross,1,0,0
Match 23,6:31,Off Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,1.71,27.17,26.13,33.04,0,Not from Cross,1,0,0
Match 23,8:56,Off Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,3.17,27.41,25.64,28.88,0,Not from Cross,1,0,0
Match 23,12:58,Off Target,Gerson Vieira,Mumbai City FC,Atlético de Kolkata,1.47,38.92,15.87,18.85,0,Not from Cross,1,0,0
Match 23,14:45,Off Target,Diego Forlán,Mumbai City FC,Atlético de Kolkata,2.44,27.41,25.15,32.06,0,Not from Cross,1,0,0
Match 23,25:22,Off Target,Javier Grande,Atlético de Kolkata,Mumbai City FC,4.4,35.24,28.81,42.59,0,Not from Cross,1,0,0
Match 23,32:14,Off Target,Krisztián Vadócz,Mumbai City FC,Atlético de Kolkata,2.2,39.16,18.07,29.86,0,Not from Cross,1,0,0
Match 23,34:3,On Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,0.24,30.59,15.63,30.1,0,Not from Cross,1,0,0
Match 23,54:35,Off Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,6.1,42.83,26.37,34.51,0,Not from Cross,1,0,0
Match 23,62:21,On Target,Sameehg Doutie,Atlético de Kolkata,Mumbai City FC,5.62,31.33,12.7,28.39,0,Not from Cross,1,0,0
Match 23,63:52,Off Target,Sony Norde,Mumbai City FC,Atlético de Kolkata,5.37,42.59,27.84,31.08,0,Not from Cross,1,0,0
Match 23,68:32,Off Target,Sameehg Doutie,Atlético de Kolkata,Mumbai City FC,1.22,26.43,24.66,20.07,0,Not from Cross,1,0,0
Match 23,71:38,On Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,5.37,31.33,16.6,42.1,0,Not from Cross,1,0,0
Match 23,78:39,Off Target,Krisztián Vadócz,Mumbai City FC,Atlético de Kolkata,4.64,44.55,26.62,35.73,0,Not from Cross,1,0,0
Match 23,79:41,On Target,Diego Forlán,Mumbai City FC,Atlético de Kolkata,5.25,35.77,11.16,28.97,0,Not from Cross,1,0,0
Match 23,79:41,Goal,Diego Forlán,Mumbai City FC,Atlético de Kolkata,5.25,35.77,11.16,28.97,1,Not from Cross,1,0,0
Match 23,85:35,On Target,Iain Hume,Atlético de Kolkata,Mumbai City FC,3.17,30.35,5.86,25.7,-1,Not from Cross,1,0,0
Match 23,92:0,On Target,Javier Grande,Atlético de Kolkata,Mumbai City FC,2.69,34.51,21.98,24.48,-1,Not from Cross,1,0,0
Match 24,2:49,Off Target,David Addy,Delhi Dynamos FC,FC Pune City,5.13,31.08,27.59,48.71,0,Not from Cross,1,0,0
Match 24,12:54,On Target,Milan Singh,Delhi Dynamos FC,FC Pune City,5.86,36.96,17.83,39.9,0,Not from Cross,1,0,0
Match 24,20:19,On Target,Souvik C'kraborty,Delhi Dynamos FC,FC Pune City,7.57,38.18,28.33,33.04,0,Not from Cross,1,0,0
Match 24,22:4,On Target,Richard Gadze,Delhi Dynamos FC,FC Pune City,6.35,39.65,19.53,46.5,0,Not from Cross,1,0,0
Match 24,22:34,On Target,Rubén Rocha,Delhi Dynamos FC,FC Pune City,6.59,39.16,16.85,37.2,0,Not from Cross,1,0,0
Match 24,29:42,On Target,Narayan Das,FC Pune City,Delhi Dynamos FC,4.15,30.84,27.1,24.23,0,Not from Cross,1,0,0
Match 24,36:25,On Target,Richard Gadze,Delhi Dynamos FC,FC Pune City,5.62,42.59,12.94,50.17,0,Not from Cross,1,0,0
Match 24,39:50,Off Target,Dramane Traore,FC Pune City,Delhi Dynamos FC,2.69,39.65,10.99,35.0,0,Not from Cross,1,0,0
Match 24,41:7,Off Target,Narayan Das,FC Pune City,Delhi Dynamos FC,2.44,41.12,33.21,46.99,0,Not from Cross,1,0,0
Match 24,44:20,On Target,Emerson Moura,Delhi Dynamos FC,FC Pune City,5.37,37.2,21.73,62.9,0,Not from Cross,1,0,0
Match 24,45:18,On Target,Dramane Traore,FC Pune City,Delhi Dynamos FC,4.4,33.29,31.5,42.34,0,Not from Cross,1,0,0
Match 24,45:0,Goal,Jesus Tato,FC Pune City,Delhi Dynamos FC,2.2,30.1,6.35,39.65,1,Directly from Cross,0,0,1
Match 24,46:0,On Target,Jesus Tato,FC Pune City,Delhi Dynamos FC,1.95,30.84,6.1,37.69,1,Not from Cross,1,0,0
Match 24,47:19,Off Target,Richard Gadze,Delhi Dynamos FC,FC Pune City,2.9,27.09,7.78,32.55,-1,Not from Cross,1,0,0
Match 24,47:52,On Target,Rubén Rocha,Delhi Dynamos FC,FC Pune City,3.08,35.82,11.04,27.09,-1,Not from Cross,1,0,0
Match 24,49:1,Off Target,Richard Gadze,Delhi Dynamos FC,FC Pune City,2.9,39.09,9.96,32.18,-1,Not from Cross,1,0,0
Match 24,53:10,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Pune City,2.72,27.64,7.97,21.09,-1,Not from Cross,1,0,0
Match 24,65:2,Off Target,Marcelo Pereira,Delhi Dynamos FC,FC Pune City,2.44,32.55,20.51,21.78,-1,Not from Cross,1,0,0
Match 24,65:52,Off Target,Bruno Pelissari,Delhi Dynamos FC,FC Pune City,2.69,40.38,25.15,42.1,-1,Not from Cross,1,0,0
Match 24,75:40,Off Target,Souvik C'kraborty,Delhi Dynamos FC,FC Pune City,2.9,26.73,15.93,31.27,-1,Not from Cross,1,0,0
Match 24,77:0,Off Target,Mohamed Sissoko,FC Pune City,Delhi Dynamos FC,5.07,29.82,31.32,38.73,1,Not from Cross,1,0,0
Match 24,79:43,On Target,Milan Singh,Delhi Dynamos FC,FC Pune City,2.44,35.49,8.79,28.64,-1,Not from Cross,1,0,0
Match 24,79:43,Goal,Milan Singh,Delhi Dynamos FC,FC Pune City,2.72,34.91,8.69,27.45,0,Not from Cross,1,0,0
Match 24,85:27,Off Target,Richard Gadze,Delhi Dynamos FC,FC Pune City,2.35,38.73,28.78,38.55,0,Not from Cross,1,0,0
Match 24,91:0,On Target,Rahul Bheke,FC Pune City,Delhi Dynamos FC,5.86,37.69,15.14,37.69,0,Not from Cross,1,0,0
Match 25,6:9,On Target,Javier Grande,Atlético de Kolkata,NorthEast United FC,3.42,34.51,24.91,14.69,0,Not from Cross,1,0,0
Match 25,14:0,On Target,Robert Cullen,NorthEast United FC,Atlético de Kolkata,5.37,41.85,13.92,49.93,0,Not from Cross,1,0,0
Match 25,23:10,On Target,Prabir Das,Atlético de Kolkata,NorthEast United FC,2.44,31.57,27.1,31.57,0,Not from Cross,1,0,0
Match 25,30:38,On Target,Juan Belencoso,Atlético de Kolkata,NorthEast United FC,9.77,29.62,16.36,26.92,0,Indirectly from Cross,0,1,0
Match 25,31:16,Off Target,Borja Fernández,Atlético de Kolkata,NorthEast United FC,3.17,35.98,27.84,25.21,0,Not from Cross,1,0,0
Match 25,37:36,Off Target,Nirmal Chettri,NorthEast United FC,Atlético de Kolkata,5.37,30.35,27.1,26.68,0,Not from Cross,1,0,0
Match 25,39:16,On Target,Emiliano Alfaro,NorthEast United FC,Atlético de Kolkata,5.62,34.27,11.23,40.38,0,Directly from Cross,0,0,1
Match 25,39:16,Goal,Emiliano Alfaro,NorthEast United FC,Atlético de Kolkata,5.13,34.51,11.72,39.41,1,Directly from Cross,0,0,1
Match 25,50:4,Off Target,Juan Belencoso,Atlético de Kolkata,NorthEast United FC,4.88,31.08,13.19,33.78,-1,Not from Cross,1,0,0
Match 25,51:15,On Target,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,17.34,38.18,20.27,39.41,-1,Not from Cross,1,0,0
Match 25,51:54,On Target,Javier Grande,Atlético de Kolkata,NorthEast United FC,5.86,35.49,19.29,23.99,-1,Not from Cross,1,0,0
Match 25,52:12,Off Target,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,5.37,30.84,40.29,34.02,-1,Not from Cross,1,0,0
Match 25,53:22,Off Target,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,6.1,44.3,20.51,37.45,-1,Not from Cross,1,0,0
Match 25,63:51,On Target,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,4.88,40.38,11.23,40.63,-1,Directly from Cross,0,0,1
Match 25,63:51,Goal,Hélder Postiga,Atlético de Kolkata,NorthEast United FC,5.86,39.9,11.48,40.38,0,Directly from Cross,0,0,1
Match 25,82:20,On Target,Juan Belencoso,Atlético de Kolkata,NorthEast United FC,NaN,NaN,NaN,NaN,0,Not from Cross,1,0,0
Match 25,82:20,Goal,Juan Belencoso,Atlético de Kolkata,NorthEast United FC,5.62,37.69,12.94,35.24,1,Not from Cross,1,0,0
Match 25,84:8,Off Target,Katsumi Yusa,NorthEast United FC,Atlético de Kolkata,3.17,38.67,11.23,26.92,-1,Not from Cross,1,0,0
Match 25,88:34,Off Target,Katsumi Yusa,NorthEast United FC,Atlético de Kolkata,2.69,32.31,10.99,32.55,-1,Not from Cross,1,0,0
Match 25,90:1,On Target,Reagan Singh,NorthEast United FC,Atlético de Kolkata,3.91,33.29,26.13,29.86,-1,Not from Cross,1,0,0
Match 25,94:0,On Target,Reagan Singh,NorthEast United FC,Atlético de Kolkata,2.93,34.76,11.23,29.13,-1,Directly from Cross,0,0,1
Match 25,94:0,Off Target,Bikramjit Singh,Atlético de Kolkata,NorthEast United FC,5.13,43.81,27.1,41.61,1,Directly from Cross,0,0,1
Match 26,2:56,On Target,MacPherlin Omagbemi,Chennaiyin FC,Kerala Blasters FC,5.37,39.41,12.94,52.87,0,Not from Cross,1,0,0
Match 26,25:43,On Target,Eli Sabiá,Chennaiyin FC,Kerala Blasters FC,10.01,39.16,16.6,40.38,0,Not from Cross,1,0,0
Match 26,27:13,Off Target,Bernard Mendy,Chennaiyin FC,Kerala Blasters FC,3.91,42.83,12.45,46.99,0,Not from Cross,1,0,0
Match 26,43:44,Off Target,Siam Hanghal,Chennaiyin FC,Kerala Blasters FC,3.42,34.51,33.94,36.96,0,Not from Cross,1,0,0
Match 26,54:29,Off Target,M'rajuddin Wadoo,Chennaiyin FC,Kerala Blasters FC,2.44,38.18,34.43,29.62,0,Not from Cross,1,0,0
Match 26,56:52,Off Target,Kervens Belfort,Kerala Blasters FC,Chennaiyin FC,3.91,30.35,14.16,41.12,0,Not from Cross,1,0,0
Match 26,59:48,Off Target,Didier Kadio,Kerala Blasters FC,Chennaiyin FC,3.91,46.5,30.03,32.31,0,Not from Cross,1,0,0
Match 26,60:42,Off Target,Kervens Belfort,Kerala Blasters FC,Chennaiyin FC,3.66,28.88,12.7,46.26,0,Not from Cross,1,0,0
Match 26,64:33,Off Target,Siam Hanghal,Chennaiyin FC,Kerala Blasters FC,0.73,40.14,30.77,41.36,0,Not from Cross,1,0,0
Match 26,72:6,Off Target,Kervens Belfort,Kerala Blasters FC,Chennaiyin FC,3.17,28.88,13.43,39.9,0,Directly from Cross,0,0,1
Match 26,80:41,On Target,Duckens Nazon,Kerala Blasters FC,Chennaiyin FC,10.74,36.47,27.84,30.59,0,Not from Cross,1,0,0
Match 26,87:6,Off Target,Josu Currais,Kerala Blasters FC,Chennaiyin FC,3.17,40.14,17.58,52.38,0,Not from Cross,1,0,0
Match 26,89:8,Off Target,Mohammed Rafique,Kerala Blasters FC,Chennaiyin FC,3.91,44.55,29.06,43.32,0,Not from Cross,1,0,0
Match 26,90:17,On Target,Duckens Nazon,Kerala Blasters FC,Chennaiyin FC,7.08,36.71,26.13,22.76,0,Not from Cross,1,0,0
Match 27,5:10,On Target,Rafael Luiz,FC Goa,Delhi Dynamos FC,3.0,33.0,14.0,18.0,0,Not from Cross,1,0,0
Match 27,14:13,Off Target,Richard Gadze,Delhi Dynamos FC,FC Goa,6.0,45.0,33.0,51.0,0,Not from Cross,1,0,0
Match 27,16:55,Off Target,Julio Cesar,FC Goa,Delhi Dynamos FC,2.0,25.0,9.0,43.0,0,Not from Cross,1,0,0
Match 27,23:32,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,7.0,35.0,13.0,24.0,0,Not from Cross,1,0,0
Match 27,26:23,Off Target,Mandar Dessai,FC Goa,Delhi Dynamos FC,2.0,37.0,25.0,45.0,0,Not from Cross,1,0,0
Match 27,29:37,Off Target,Richard Gadze,Delhi Dynamos FC,FC Goa,5.0,31.0,15.0,29.0,0,Not from Cross,1,0,0
Match 27,34:48,Off Target,Bruno Pelissari,Delhi Dynamos FC,FC Goa,5.0,44.0,29.0,46.0,0,Not from Cross,1,0,0
Match 27,45:14,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,5.0,35.0,16.0,32.0,0,Not from Cross,1,0,0
Match 27,45:0,On Target,Trindade Goncalves,FC Goa,Delhi Dynamos FC,5.0,32.0,27.0,30.0,0,Not from Cross,1,0,0
Match 27,47:0,On Target,Romeo Fernandes,FC Goa,Delhi Dynamos FC,3.0,35.0,10.0,19.0,0,Not from Cross,1,0,0
Match 27,56:47,On Target,Bruno Pelissari,Delhi Dynamos FC,FC Goa,4.0,35.0,29.0,33.0,0,Not from Cross,1,0,0
Match 27,58:57,Off Target,Julio Cesar,FC Goa,Delhi Dynamos FC,6.0,31.0,14.0,43.0,0,Not from Cross,1,0,0
Match 27,64:44,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,3.0,31.0,13.0,20.0,0,Not from Cross,1,0,0
Match 27,66:18,On Target,Luciano Sobrosa,FC Goa,Delhi Dynamos FC,5.0,39.0,17.0,30.0,0,Not from Cross,1,0,0
Match 27,68:54,Off Target,Rafael Luiz,FC Goa,Delhi Dynamos FC,5.0,35.0,17.0,49.0,0,Not from Cross,1,0,0
Match 27,72:14,On Target,Marcelo Pereira,Delhi Dynamos FC,FC Goa,2.0,30.0,9.0,42.0,0,Not from Cross,1,0,0
Match 27,72:14,Goal,Marcelo Pereira,Delhi Dynamos FC,FC Goa,2.0,31.0,10.0,42.0,1,Not from Cross,1,0,0
Match 27,76:46,On Target,Richard Gadze,Delhi Dynamos FC,FC Goa,3.0,35.0,9.0,27.0,1,Not from Cross,1,0,0
Match 27,76:46,Goal,Richard Gadze,Delhi Dynamos FC,FC Goa,2.0,34.0,10.0,28.0,2,Not from Cross,1,0,0
Match 27,92:0,On Target,Badara Badji,Delhi Dynamos FC,FC Goa,6.0,29.0,10.0,23.0,2,Not from Cross,1,0,0
Match 28,5:52,On Target,Jerry L'rinzuala,Chennaiyin FC,Mumbai City FC,8.55,36.47,26.62,49.44,0,Not from Cross,1,0,0
Match 28,17:17,Off Target,Thoi Singh,Chennaiyin FC,Mumbai City FC,4.64,30.59,14.16,36.22,0,Not from Cross,1,0,0
Match 28,22:55,On Target,Maurizio Peluso,Chennaiyin FC,Mumbai City FC,6.84,40.14,28.81,55.56,0,Not from Cross,1,0,0
Match 28,31:39,Off Target,Maurizio Peluso,Chennaiyin FC,Mumbai City FC,5.37,27.9,14.16,50.42,0,Not from Cross,1,0,0
Match 28,34:23,Off Target,Maurizio Peluso,Chennaiyin FC,Mumbai City FC,5.86,28.15,15.87,51.64,0,Not from Cross,1,0,0
Match 28,36:32,Off Target,Diego Forlán,Mumbai City FC,Chennaiyin FC,0.24,36.47,25.15,41.36,0,Not from Cross,1,0,0
Match 28,40:20,Off Target,Siam Hanghal,Chennaiyin FC,Mumbai City FC,5.62,33.04,36.63,44.3,0,Not from Cross,1,0,0
Match 28,50:40,On Target,Siam Hanghal,Chennaiyin FC,Mumbai City FC,3.91,29.86,24.91,30.84,0,Not from Cross,1,0,0
Match 28,51:50,On Target,Jeje Lalpekhlua,Chennaiyin FC,Mumbai City FC,0.0,33.04,6.59,26.92,0,Not from Cross,1,0,0
Match 28,51:50,Goal,Jeje Lalpekhlua,Chennaiyin FC,Mumbai City FC,0.0,33.04,6.59,26.92,1,Not from Cross,1,0,0
Match 28,56:49,Off Target,Jeje Lalpekhlua,Chennaiyin FC,Mumbai City FC,-0.24,35.49,8.3,36.47,1,Not from Cross,1,0,0
Match 28,57:50,Off Target,L'aihsanga Ralte,Mumbai City FC,Chennaiyin FC,4.88,31.57,17.09,51.64,-1,Not from Cross,1,0,0
Match 28,67:9,On Target,Otacilio Alves,Mumbai City FC,Chennaiyin FC,7.08,39.65,24.66,29.37,-1,Not from Cross,1,0,0
Match 28,70:36,On Target,Bernard Mendy,Chennaiyin FC,Mumbai City FC,4.15,31.82,29.06,34.76,1,Not from Cross,1,0,0
Match 28,70:0,On Target,MacPherlin Omagbemi,Chennaiyin FC,Mumbai City FC,4.15,32.31,11.72,28.64,1,Not from Cross,1,0,0
Match 28,71:49,Off Target,MacPherlin Omagbemi,Chennaiyin FC,Mumbai City FC,0.0,39.16,11.97,31.33,1,Not from Cross,1,0,0
Match 28,74:52,Off Target,Raphael Augusto,Chennaiyin FC,Mumbai City FC,1.47,37.45,27.84,40.14,1,Not from Cross,1,0,0
Match 28,77:36,Off Target,Lucian Goian,Mumbai City FC,Chennaiyin FC,3.91,40.63,14.16,36.96,-1,Not from Cross,1,0,0
Match 28,81:31,Off Target,Diego Forlán,Mumbai City FC,Chennaiyin FC,4.64,35.24,32.72,46.99,-1,Not from Cross,1,0,0
Match 28,88:31,On Target,Léo Costa,Mumbai City FC,Chennaiyin FC,4.88,35.0,30.28,51.4,-1,Not from Cross,1,0,0
Match 28,88:31,Goal,Léo Costa,Mumbai City FC,Chennaiyin FC,4.88,35.0,30.28,51.4,0,Not from Cross,1,0,0
Match 28,92:0,Off Target,Siam Hanghal,Chennaiyin FC,Mumbai City FC,-0.49,32.8,14.9,20.07,0,Not from Cross,1,0,0
Match 29,6:7,Off Target,Rafael Luiz,FC Goa,FC Pune City,6.0,32.0,12.0,19.0,0,Not from Cross,1,0,0
Match 29,9:51,Off Target,Joffre Gonzalez,FC Goa,FC Pune City,5.0,43.0,17.0,55.0,0,Not from Cross,1,0,0
Match 29,24:48,Off Target,Rafael Luiz,FC Goa,FC Pune City,6.0,43.0,11.0,39.0,0,Not from Cross,1,0,0
Match 29,32:26,On Target,Rafael Luiz,FC Goa,FC Pune City,5.0,40.0,25.0,48.0,0,Not from Cross,1,0,0
Match 29,32:26,Goal,Rafael Luiz,FC Goa,FC Pune City,6.0,41.0,26.0,49.0,1,Not from Cross,1,0,0
Match 29,36:14,On Target,Jesus Tato,FC Pune City,FC Goa,2.0,32.0,3.0,63.0,-1,Not from Cross,1,0,0
Match 29,37:29,Off Target,Rahul Bheke,FC Pune City,FC Goa,2.0,25.0,29.0,24.0,-1,Not from Cross,1,0,0
Match 29,46:0,On Target,Jonatan Lucca,FC Pune City,FC Goa,3.0,34.0,25.0,34.0,-1,Not from Cross,1,0,0
